player_name,player_id,season,poss,MP,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Giannis Antetokounmpo,antetgi01,2021,3790,1750,4.889702728485418,1.989839478892599,6.879542207378018,1.885710475991717,3.793692876609126,5.679403352600843,4.418557214738731,2.450412129425092,6.868969344163823,8.718744101159912,8.718744101159912,0,4.677903312599042,2.398261077954698,7.076164390553741,1.532906880603948
Kostas Antetokounmpo,antetko01,2021,125,53,-11.83167168160739,7.975269008370913,-3.856402673236475,-1.4226338457851,13.39938416778729,11.97675032200219,-10.37364131727273,9.501075671813583,-.8725656454591455,.051707736157155,.051707736157155,0,-9.720021821293146,3.745744877293817,-5.974276943999329,1.870237811279031
Thanasis Antetokounmpo,antetth01,2021,1098,495,-2.543165756791304,1.423267219322888,-1.119898537468417,-1.766217704449416,2.904140332800497,1.137922628351081,-2.582791854825253,1.773885751980026,-.8089061028452269,.4918084759106682,.4918084759106682,0,-2.013453587371476,.832258517666121,-1.181195069705355,.3267490411249529
Carmelo Anthony,anthoca01,2021,3133,1511,.1821252211111775,-2.89058734793756,-2.708462126826382,-2.820018945747517,-3.054497924604739,-5.874516870352256,-.500976804200512,-3.045559090183986,-3.546535894384498,-.6070966996950918,-.6070966996950918,0,-.0564381079687233,-4.084843807104851,-4.141281915073574,-1.14431349906297
Cole Anthony,anthoco01,2021,2079,1000,-2.083434970834134,-1.935740973509846,-4.01917594434398,-2.188097550822336,-3.942156582741763,-6.130254133564099,-2.119729515334909,-2.44234993786995,-4.562079453204859,-.9169170688748542,-.9169170688748542,0,-2.809204302476069,-2.276696944778438,-5.085901247254507,-.8302688625449516
OG Anunoby,anunoog01,2021,2831,1358,-.0953437074356544,2.276925215648832,2.181581508213177,1.553360444308888,2.83234938099356,4.385709825302447,.2326874142178773,2.544542831736042,2.777230245953919,3.83901309912479,3.83901309912479,0,.3126023247156458,2.654097957059255,2.966700281774901,.2493782628693366
Ryan Arcidiacono,arcidry01,2021,815,395,.0841647355799244,.6263116013330384,.7104763369129629,-4.272056496214978,1.87536515110856,-2.396691345106418,-.8026036601234278,.9372322935695119,.1346286334460839,.5754032701597928,.5754032701597928,0,-.9390808481602442,.658250695797913,-.2808301523623312,-1.030002950066531
Trevor Ariza,arizatr01,2021,1225,600,-2.448584187590139,1.813335569456266,-.6352486181338735,1.772650733723199,1.423730629650297,3.196381363373497,-1.702728478807024,1.823632159534373,.1209036807273487,.8764251054768134,.8764251054768134,0,-1.902838609323529,1.511220260514931,-.3916183488085982,-.2774351840389291
D.J. Augustin,augusdj01,2021,2075,981,.6906827633288003,-2.294402676413176,-1.603719913084376,.8602838940688847,-1.120332708093415,-.2600488140245299,.7687015585191882,-2.227310994713772,-1.458609436194584,.6342028821170643,.6342028821170643,0,.503532919809943,-2.909589925174279,-2.406057005364336,-.8938085628945684
Deni Avdija,avdijde01,2021,2783,1257,-2.55661772138946,.4016628673326799,-2.15495485405678,-.5846096800249989,.48344040783285,-.1011692721921489,-2.302513955914619,.4657145846178264,-1.836799371296793,.585925594556112,.585925594556112,0,-2.386699027423988,1.085653433486531,-1.301045593937456,.0466117193624298
Deandre Ayton,aytonde01,2021,3899,1904,-1.33630694378175,2.396359681172769,1.060052737391019,4.433858959193791,-3.624328551740407,.8095304074533836,-.2532633648741037,1.254886547204727,1.001623182330623,3.617312466399742,3.617312466399742,0,-.1563172408660433,1.070180676599522,.9138634357334789,-.7502523133845617
Udoka Azubuike,azubuud01,2021,107,49,-5.740917767667958,-2.682997521813295,-8.423915289481254,-29.31040953836739,-11.52736755947889,-40.83777709784626,-11.11995409429609,-4.804994203590216,-15.9249482978863,-.3305345128599524,-.3305345128599524,0,-8.921408488318827,-4.453792627896481,-13.37520111621531,.3564891662684462
Dwayne Bacon,bacondw01,2021,3295,1581,-2.545220341190265,-2.398611403063038,-4.943831744253304,-2.859560871673912,-1.224811212750662,-4.084372084424574,-2.674825707137977,-2.272445714971963,-4.947271422109941,-1.761021138896512,-1.761021138896512,0,-3.292548394104135,-2.359245354138978,-5.651793748243114,-.6466065854116326
Marvin Bagley III,baglema01,2021,2013,951,-2.471772284221935,-.528384847642966,-3.000157131864901,.2375914095319552,-3.886862467012268,-3.649271057480313,-2.104344430063501,-1.163620369593257,-3.267964799656759,-.2516367870722751,-.2516367870722751,0,-2.068327323775234,-1.623135916157736,-3.69146323993297,.1285692603843909
LaMelo Ball,ballla01,2021,2526,1174,2.540507576925592,-.6361674969164628,1.904340080009129,-.0545712966685001,-2.583987307188013,-2.638558603856513,2.195120970949644,-1.082112704715328,1.113008266234316,2.361811817335476,2.361811817335476,0,2.768242734253026,-.4380957029289885,2.330147031324038,2.092174728160459
